Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6977_v5_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6978_nls_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6979_nes_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6980_mt-MAFG_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6981_MAFG-mt_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6982_v5_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6983_nls_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6984_nes_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6985_mt-MAFG_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6986_MAFG-mt_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6987_v5_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6988_nls_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6989_nes_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6990_mt-MAFG_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6991_MAFG-mt_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6992_v5_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6993_nls_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6994_nes_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6995_mt-MAFG_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6996_MAFG-mt_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6997_v5_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6998_nls_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6999_nes_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7000_mt-MAFG_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7001_MAFG-mt_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7002_v5_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7003_nls_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7004_nes_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7005_mt-MAFG_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7006_MAFG-mt_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7007_v5_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7008_nls_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7009_nes_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7010_mt-MAFG_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7011_MAFG-mt_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7012_v5_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7013_nls_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7014_nes_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7015_mt-MAFG_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7016_MAFG-mt_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7017_v5_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7018_nls_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7019_nes_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7020_mt-MAFG_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7021_MAFG-mt_sulf_3.raw
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	7	7	52389.6	77248.3	68761.1	72604.4	103307	63421.2	204190	83497.2	88770.4	96330.8				41371.7	75913.4	154157		145979	93699.6	91880.1	112223	192805	144485	72162.4	102827	100891	144690	128474	72394.1	119119	70459.1		75273.5	51398.8	67227	76789.8	59512.8	78324	63454.9	78698.8	74726.3	75899.8	70622.1	74242.1	153318
O00311	CDC7_HUMAN	CDC7	Cell division cycle 7-related protein kinase	3	3				7899.39	6816									4641.28					5455.07	12736.9				3499.23	4219.38				4318.54	5701.79									8384.94					5425.94	9435.25
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1					41828.9	25981.7								16730.4		28501			34126.2	38318		16378.7		37923.1	64121.2		34260.9		49756.9	35132.9															24914.7
O00410	IPO5_HUMAN	IPO5	Importin-5	10	8	84283.2	68123.6	79977.4	92223.5	80695.9	77120	176719	90140.5	84887.9	60530.6	89013.7	105993		75803.3	73934.9	86067.9	105987	79674.5	55529.4	77177.1	100282	86835.1	87821.5	67067.6	51215.2	80199.6	84499.7	108500	77363.9	74689.7	117046	67866.5		61078.1	55662.5	54266.2	68322	69948	78740.6	73744	80183.3	75433	88746.8	70271	75983.9
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	1	1				4931.49						1702.55									5434.75	2647.66				2059.51	3527.12					3973.75															6483.02
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	6	6		3197.79		6565.8		3841.61	5251.55		6114.26	3950.89				3357.98	3311.79	3751.93		3734.38	3805.51	3913.23	4343.96	6818.4		3836.47	4622.21	5235.11	7131.39	6387.18	5735.29	5247.27					4564.91				3773.83						3940.92
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	4	4				8481.88			47164.1		3183.74	3094.1						15017		8348.89	3536.72		6850.96		9851.67					10039.2	3274.93									6774.68			5385.36		10455.7	5593	10464
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	3	3	9818.69	8853.58	15300.8	14141.3	12983.6	14072.5	20133.8		14560.4	18846.7				8713.16	13555.6	9108.85	18352.9	7569.61	6632.23	9009.07	5515.88	13152.8	26199.9	7176.49	13000.7	9560.34		12484.7	8941.77	14444.5									8616.27		12923.5		19440.8	9947.22	18109.1
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	4	4				7851.59	9712				7625.57	11835.1				6330.31		4575.88		11292.4	8234.21	11345.2		7556.71	9888.84	5663.98	7924.9			10542.5		6761.58					10029.9						7351.58			9873.76	7903.04
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	1	1							19908.2		18992.8	10469.8						32585.9			19323.1	17224.3	33214.6	24129.3		22074		43113.6		20354.3	11384.9	17748.6														15033.9	11684.4
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	2	2	28412.7	33869.4	25532.7	29356.5	36830.3	27069	98487.1	53479.8	28012.3	30179.3				29641.2	17394.7	65659.4	27302.1	38253.5	22659.3	24704.3	53287.5	50160.6	41472.4	23864.7	28338	46296.2	62697	47411.5	27398.9	33683.8	40417.4		29940.7		23948.6	23711	28961.6	22351.1		26439.3	32049	41386.9	21897.6	26264	37935.8
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	6	3				50200.3	48242.2	17195.2	43641.9	16587.7	57806	46755.6		28278.5		44454.7	55176.2	31555.4	30338	24968.9	45024.5	47588.8	16553.8	33474.1	23087.9	57923.9	51812.2	36782.5	41465.9	14339.7	55628	46442.1				43862.3	57506.1		29371.8	19511.2	62056.1	37617.5		27430.7		88453.5	58603.8
O00512	BCL9_HUMAN	BCL9	B-cell CLL/lymphoma 9 protein	6	6				5939.47	8676.11				12795.2	12119.4				7170.13	7382.53				13305.1	7256.55				19979	10658.5				9774.05	5538.69									14015.4					15224.4	8231.45
O00541	PESC_HUMAN	PES1	Pescadillo homolog	3	3		12962		29305.4	23889.3	3646.91	4492		26104.5	20763.8				19809.8	15213.9	10539.4	10406.7		20998.2	23575.9	12427.8	22117.4		22617.9	18124.8	17196.3	17724.3	3804.91	21947.2	16844.2				25095.1	21239.2		11615.2		11347.4	8234.45		13558.4		25526.3	20899.1
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	2	2		14986		16314.4	12649.4				22329.6	8966.05				10036.7					16273.8	15662.6		27701.8		18867.1	17057.6		9441.32		21016.1	10161.6				9266.35					11372.6			7419.74		22043.3	3913
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	8	8	35963	48921.4	32596.6	61044.3	70779.8	26423	21601.2		60903.9	45240	37360.2	48303.5		50504.3	47577.2	58068.3		40594.7	56177.3	73798.5	46978.9	70640.7	33793.2	51203.7	72563.3	65055.1	62257.5	51293	69863.4	78723.9				51475.2	65176.5		39625.5		51142.6	45879.1	30639.1			34842	53805.9
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	9	3	108594	108432	107791	160275	128245	113069	125640	140751	126666	96850.2	112001	129780	126072	103818	138079	134967	118341	153510	115419	132813	98853.1	135499	173416	110139	119382	169012	164616	127638	141719	136481	138331	106867	141254	172871	158053	140188	98344.5	138326	122586	146621	119159	107086	136622	121156	154323
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	3	2				16248.7	22528.4				25965.5	29731.1				16206.5	19619.4				29393.5	20450.2				36796.5	19850.3				17484.8	19557.9									25758.9					25837.9	26031.7
O00716	E2F3_HUMAN	E2F3	Transcription factor E2F3	4	2				13612.9	16884.1				13035	19706.2				7641.85	16263.2				14303.3	13662.7				13447.4	15721.7				6596.69	11249.5				12839.9					9076.41	12915.5				15140.8	12946.5
O00763	ACACB_HUMAN	ACACB	Acetyl-CoA carboxylase 2	45	45	1.38053e+06	1.11662e+06	1.27626e+06	862702	686385	1.36062e+06	756686	2.55424e+06	1.10491e+06	1.0219e+06	1.95629e+06	1.9371e+06	2.46969e+06	633353	802093	54769.2	2.19973e+06	1.92817e+06	636513	795454	33544.6	1.98892e+06	2.26208e+06	983624	851456	48887.2	57529	1.22502e+06	606194	718451	3.37351e+06	2.23758e+06	2.43177e+06	1.14686e+06	1.00786e+06	3.28184e+06	2.31861e+06	2.47805e+06	1.37744e+06	978067	1.48911e+06	2.15606e+06	1.76799e+06	1.28122e+06	981868
O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase	1	1										4459.2				8479.48		9829.43		20732.9	19384	9482.17		21779.6	17970.7	11801	18530	17752.4	9367.71	15984	27830.9	25063.7															11155.1
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	18	16				82977	79175.2				157888	82057.3				115011	74677.1				121870	74938				147339	86459.2				115295	66777.5				102958	42777.4				110780	76434.7				164575	69013.9
O14503	BHE40_HUMAN	BHLHE40	Class E basic helix-loop-helix protein 40	1	1					3295.28					2359.5										3554.94					3612.63																				2896.31
O14529	CUX2_HUMAN	CUX2	Homeobox protein cut-like 2	2	2				23052.6					28156.8	8009.62				17271					34056.5	24280.9				31595.1	19943.3				20757	16378.7									25497.1					27682.9	9526.34
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	2	2							12603									10555.4					10651.3			2836.05				3444.33	3273.76	2160.25															6678.1
O14602;P47813	IF1AX_HUMAN;IF1AY_HUMAN	EIF1AX;EIF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal	1	0					11963.9	11353.8	28667.2							11305.8				14767.6			11368.6					36737			12846.5				20275.7				13687.5	16568.2			12675				
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	11	11	27249.1	14227		65586	45633.1	30012	24433.8	36381.6	62337.6	54762.6	29128.9	32979.7		48936.8	42665.1	24860.8		55394.6	55273.1	57993.6	11512.5	48216	50535.3	62790.3	50787.1	23620.9	28752.7	40149.3	47926.8	56725	27027.7		40118.5	44429	31942.8	36186.8		43074.6	50045.7	26881.6	33031.1		37932.4	62877.6	62738.7
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	1	1	26426.8	27348.7	17499.9	13722	15322.3	18717.3	17152.4	36297.3	12750.1	6930.58	20962.4	16896.4		12601.9	12638.8		14120.9	20299.3	7039.72	14260.9		16840.2	13952.9					20716.2	15973.9	10358.9	29919.1		29977.9		18861.1	28721	15094.7	19631.1			13860.6	23247.5	18875.4	16576.6	11838.4
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	2	1					9465.5				7428.11	11804.7				6263.56	7089.62			11494.6	6203.98	12285.3			23950.1	3484.68	12978.5			16846.2	4284.06	9094.28			10861.1					12831.6					16326.4	15760.3	13617.3
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	15	12		23905.2		79169.9	37396		18956.6		108995	41051.6		39209		69363.1	42560.4		47320.8		74097.4	44272.7		53730.7		92957.4	48701.3		28666.8		75259.8	40119.3		31544.5		96764.4	33016.2		32430.1		89743.7	38073.8		41805.1		104263	42901.5
O14654	IRS4_HUMAN	IRS4	Insulin receptor substrate 4	15	15	88927.9	60907.5	92021.2	121752	367217	108420	23201.6	141918	133021	442709	69959.5	44282.9		106920	370214	50264.1		155447	84502.6	362134	75357.9	98660.1	212175	155798	432364	85230.6	62191.3	145700	105995	324930	110420		102516	99680.6	260645	95970.6	62313.5	125313	99036.1	416230	67320.4	74768.9	115363	148411	336921
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	20	20				79693.5	94979.9	52139.4			167417	78493.3				134419	105753				169108	126670				212098	105317				189100	107524				124844	81088.5				155777	118591				126538	65621.5
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	1	1		21138.6		33659.5	43375.8				43844.6	21241.5	30792.1			31454.7		15323.3		20795.9	40033.7	31410.2	5361.27	33320.9	24823.4	40444.4	30888	13950.1	16006.6	19546.7	38624.7	33878.8									10188.8	24483.3				27034.8	34100.3
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	1	1				7775.03	8094.54		9178.03		8413.98	8298.38				4575.26					4802.08	9953.35				6616.47	9378.36				9007.78	8610.47					12972.4			5776.56						6958.59	10143.8
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	1	1							19817.3									7415.81			1985.31			2835.57				8836.39	7407.43			3138.69															6532.06
O14745	NHRF1_HUMAN	NHERF1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	2	2							57453.1																																						27781.7
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	3	3					6415.62					9250.02										5882.91					7731.49																			6047.82	8023.68
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	9	8				13580.8	11702.8		8259.2		17287.4	18387.7		7426.64		11617.2	8570.66	11620.3			16401.3	14472.2	11132.5	17610.9		20507.5	17781.2	13607.7	11049.6	2364.45	18677	15496.4				10040.5					11112	10321.6				15235.3	12843.9
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	2	2			8487.55	18785.1	29353	7609.98	9828.09	15617.9	12910.8	16774.2				4031.28	14595.1			11129.2	12285.3	16752.9		6726.59		16405.2	29620			16650.4	12100.7	17306.2			8919.65	11669.7	19406.4					18635.9			14890.3	22327.2	15328.1
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	2	1							222670																																						73794.9
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	2	2							6162.58			3896.67				3447.15		5380.32	4726.4	6929.52	2538.1		7781.29	8845.27	5098.51	2501.99	5277.88	5936.56	5406.36	3333.88	5265.75	4518.95															7464.71
O14867	BACH1_HUMAN	BACH1	Transcription regulator protein BACH1	7	7				4.78624e+06	4.16631e+06				3.99787e+06	3.51841e+06				3.77456e+06	5.17107e+06				3.54277e+06	4.25281e+06				3.85713e+06	3.17304e+06				3.79977e+06	4.41016e+06				6.55527e+06	6.50781e+06				4.1679e+06	4.61199e+06				6.84223e+06	4.28005e+06
O14874	BCKD_HUMAN	BCKDK	Branched-chain alpha-ketoacid dehydrogenase kinase	1	1									3963.45	1233.14				2095.09		3289.74		4705.17	3068.13	2878.71		4200.01		2881.43	3191.08			1737.33	5672.58	4010.97					4438.12						2353.72				2877.91
O14880	MGST3_HUMAN	MGST3	Glutathione S-transferase 3, mitochondrial	1	1	3444.7			4310.32	3504.99									2276.75		1835.6			1446.24			2881.39	2913.61	1992.58	1421.22		4723.27	5492.34	3548.47	1936.21															2751.9
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	1	0				11706.8		11112		19386	11993.4	9449.89				12103.8					20012.1		6252.35	30242.7	19788.7		13625.4		13717.3	19281.5	21090.9	20162.2											10588.2				23258.8
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	3	3	92691.4	150707	73436	206127	233840	70133.5	106140		258741	259562	68254.4	115588		158417	267493	145509	145505	92808.6	230431	246048	176239	205390	107582	254525	254340	152668	186834	97531.3	202657	225862	108689	162914	116121	176128	189534		112693	88060	246633	249393	63758.9	148682	45325.4	241687	220663
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	2	0	16633.9	16482.8	14092.5		13117.1	12519.6	142509		12045.2	8221.13						13944.4		15512.6		8982.74		17592.1			6791.87			15107.6	12030.1					21406.9				14084.2	19149.6		17320.9	20028.4			53503
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	2	2			10229.6				32438	26313.9	11401.8	7286.18						5950.77		26236.9					16337	7181.17				12331.2	5813.11		9455.79		11994.5					14385.7					16356.2		7508.17
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	4	3	495152	475806	435216	398600	289787	257856	198071	447131	297416	186863	524927	549770		325988	362386	489575	492901	311523	212343	298272	335743	361580	321323	227048	239895	562475	477218	384552	400094	298825	454902	541216	424990	416695	642932	406159	596845	297686	377333	344025	258568	517242	344001	246269	213633
O14980	XPO1_HUMAN	XPO1	Exportin-1	13	13	27123.5			59367.7	40020.7	23598	58950		50296.1	50612.5		28568.7		41641	41916.3	65672.2		26781.8	45277.4	59251.9	64782.6	44713.9	38910.9	64403.5	39125.2	65490.5	77113.6	30666.3	43196.5	35810.9					31217		26598	27655.3	52118.5	29560.1	20893.3	31073.3	28274.4	41344.7	64103
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	6	6				25818	20805.7		10294.2		29085.7	24784.2				20020.1	18873.6				25307.3	27243.3		9047.37		30498.9	23458.8				22643.8	22851.8				26902.7					18150.2					37002.4	19477.9
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	16	16				57292.6	155717				86054.8	207316				74637.5	216692				82649.8	159056				125122	184398				71880.3	132627				72803.4	46567.9				85995.3	147320				117046	151391
O15015	ZN646_HUMAN	ZNF646	Zinc finger protein 646	1	1				4825.5					3096.95	3328.55				2444.58					3278.12					2264.44					2202.55					4794.62					5752.77					4515.94	1228.88
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	5	5			6229.7		3634.94	4722.33	4739.04	5431.5		4235.18				3405.62				12722.9	2440.24	3787.89			10989.6	3527.13	3893.02			10531	3585.37	3607.55	4263.76							7202.65			4382.04	5281.55	7703.82	5027.73	5037.15
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	13	13	23170	48022.4		107820	96334.5	16790.2	43750.9		128306	89992.8		63163.9		88050.4	106751	48810.1	76365.2		130104	118060	39970.1	128225		136410	109742	45400.3	88908.4		141294	110085		64818.4		97609.9	92339		68634.7		109708	82369.1	34263	68367.6		115284	87748.3
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	3	3				2378.6	7106.82				5221.48	2656.29									5141.7	4294.66				4597.59	4141.8				6715.01																3732.07
O15056	SYNJ2_HUMAN	SYNJ2	Synaptojanin-2	8	8			6937.24	7688.07	9981.53	6380.34		9958.42	7002.99	16499.4				6904.04	8680.07			12944.6	6197.36	11841.1			16193.4	7621.16	12071.7			9732.06	5825.75	7917.04			10970.8					8474.84			5001.61		9188.53	13204.8	13125.1
O15060	ZBT39_HUMAN	ZBTB39	Zinc finger and BTB domain-containing protein 39	2	2				75301.7	29639.8				92661.9	13584.1				64243.4	16238				56677.6	25756.9				50376.9	22242				47141.6	20089.3				53855.6					52068.2					66752.6	11377.1
O15062	ZBTB5_HUMAN	ZBTB5	Zinc finger and BTB domain-containing protein 5	1	1				3562.69						2608.32									2608.94										3465.42	3136.18														5272.9	2307.78
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	10	10	114549	123086	113407	68825.9	77466.4	120658	126054	158061	77177.2	47926.3	66593	124216		57797.4	73175.1	56397.4	119006	100824	42298.3	56997.5	63340.8	97704.4	111409	45689.7	47862	47827.9	52383	124774	70372.1	82645.3	162842	85957.5	145010	63110.6	102642	97276.3	117180	103825	77401.9	72014.6	116873	137365	146562	72027	87042.8
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	2	2									27820.1	16254.4				16272.6		12983.2		49481.9	31807.1				24996.6	26335.8	17192.7			17312	26917.2	11235.2													16486.9	59885.9	17748
O15090	ZN536_HUMAN	ZNF536	Zinc finger protein 536	14	14				290714	210940				319125	219334				251935	235398				246405	257616		8606.56		319998	212358				226190	184271				253088	139713				366705	235910				329054	164432
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	6	4					93318.9				38895.5	68290				39126.4	155848				46426.5	153984				38749.9	157064				39822	119861				49023.2	98892.5				52242.7	162793				46412.9	106664
O15131;O60684	IMA6_HUMAN;IMA7_HUMAN	KPNA5;KPNA6	Importin subunit alpha-6	1	0														2187.54		4171.42			2117.3					2719.04																					2109.95
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	2	2					9408.68		13848.3		13048.3	5371.55				12339.8		10148.8		14846.8	13428	9822.86		8374.2	19243.3	10479	12280.7		10634.3	13800.8	15934.6	13988.7					16078.2		10469.1	9748.02	15917.2		13183.9		12522.8	14378.6	7740.77
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	2	2							19826.4		9892.8	9137.67						32071.7			14472.2		30627.3	26973.2	17228		11494.6	20732.2	36356.3		12742.7	8209.96										16587	7989.55				16186.9
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	1	1							27524.3		7888.73							55254.9			5271.04		50821	8129.2				71090.7	54984.8	14478.1	12282	9629.07															8872.91
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	19	18				673806	762796		63703.3		972597	766365				657729	1.08015e+06		70971		597358	726783		71061.2		806309	997190		54364.9		631185	762510				835902	754676				913286	1.08547e+06		93279.8		913206	681311
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	1	1														7886.89					8664.75	10986.9					9245.07					10008.1							19417.7								
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	10	10	28921.8	31902		69037.2	52384.9		32864.6		85509.6	49437.2	34921.6	48929.3		72142.6	69481.5		37581.9	30311.7	89213.3	65764.7	23651.7	57745.9	25347.8	89608.1	80164.7			29825.7	95185.8	73732.5	34758.1	47396.6		95734.3	71831.4		50085.6		60254.2	53481.2	21892.5	51911.2		68691.1	51609.7
O15258	RER1_HUMAN	RER1	Protein RER1	1	1					5762.34		7606.7									6312.02			4805.74	4511.54	7032.66					4354.16	5873.41	4959.1	2686.43																5171.62
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	1	1				35932.7	42925.1				42312.9	30069.7				23929.2	14165.5	24867.2		27494.3	34576.1	32817.5	20651.9	35595.6	31951.6	35999.9	40545.1	20918.4	25346.7	25082	48052.9	43494.5											15546.5	18918.3		28280.5	45099.4
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	2	2									4738.37	3527.89						3877.71			5199.39	4887.49		6667.85			4335.22	8760.54			4982																4820.42
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	16	16	26387.5			133993	266364		20736		183738	164050		26869.8		108753	153602	16627.9			163726	246113		26116.8	16321.5	146482	242892		14297.1	23197.1	114528	138331				194140	278022				121317	284595				121486	133376
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	2	1							4600.35							2076.63	3311.03				1765.34			2162.07	2563.28					7037.31	2444.07	1768															4462.4
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	2	2									11205.6	4028.17				6483.33	2856.84				6335.3	3302.07				11183.6	8136.51				5930.52	2261.99									6965.54					11876.7	4065.11
O15350	P73_HUMAN	TP73	Tumor protein p73	2	2				6596.23	9819.11				9954.33	9637.74				6506.22					8387.86	10462.1				9646.6	8553.62				7680.06	7940.77														11475	10021.4
